ID	X	Y
cell_7075	330.700424636718	40993.0468169063
cell_2218	14755.0583376422	30418.6754929106
cell_2601	15821.5825793365	22917.6190720164
cell_293	17935.8662399096	38528.5715216856
cell_781	18063.304163141	23400.0703085187
cell_4661	4917.57395744633	43746.6898659218
cell_1198	17699.8771479526	12150.8191448046
cell_7073	452.229930273792	41047.415828822
cell_4849	5303.44587780012	41417.1693648456
cell_1831	14077.4915651314	37500.8080158958
cell_203	20647.5019817051	36356.1743467689
cell_5685	3651.2739627068	44881.6518669952
cell_4847	5379.91078167078	40766.0166732855
cell_585	20623.1270562793	30715.094037234
cell_6314	3283.29592686136	34827.9165583035
cell_4934	8070.81118101764	36311.5606833827
cell_6113	3498.31633035462	36753.1388876701
cell_44	21016.1786269722	36538.1227255296
cell_3528	8869.46901908637	40329.9808230706
cell_3079	17139.7379350602	4425.3276395119
cell_4296	12847.0057001219	22818.3301510915
cell_3670	10480.7971442339	36475.9863944271
cell_1621	14557.8359727765	40926.4828685384
cell_7663	280.888311161874	33240.8467352012
cell_4916	8535.22330633674	35161.5101896204
cell_6248	4782.74854775623	32399.2652045169
cell_275	18469.8517509627	37012.4991875397
cell_87	21907.0565639794	33439.2064630845
cell_5007	6255.38670415188	36486.2627052321
cell_3367	13011.0544405017	41802.7344195316
