CellID	ClusterName	ClusterID	Region
cell_7122	Excluded	0	Excluded
cell_7223	Excluded	0	Excluded
cell_6807	Excluded	0	Excluded
cell_6437	Excluded	0	Excluded
cell_7408	Excluded	0	Excluded
cell_7697	Excluded	0	Excluded
cell_6623	Excluded	0	Excluded
cell_7881	Excluded	0	Excluded
cell_7862	Excluded	0	Excluded
cell_6631	Excluded	0	Excluded
cell_7700	Excluded	0	Excluded
cell_6759	Excluded	0	Excluded
cell_78	Excluded	0	Excluded
cell_1152	Excluded	0	Excluded
cell_2828	Excluded	0	Excluded
cell_5053	Excluded	0	Excluded
cell_7694	Excluded	0	Excluded
cell_4589	Excluded	0	Excluded
cell_6216	Excluded	0	Excluded
cell_1055	Excluded	0	Excluded
cell_7874	Excluded	0	Excluded
cell_7290	Excluded	0	Excluded
cell_3453	Excluded	0	Excluded
cell_4507	Excluded	0	Excluded
cell_1422	Excluded	0	Excluded
cell_3489	Excluded	0	Excluded
cell_6680	Excluded	0	Excluded
cell_7550	Excluded	0	Excluded
cell_3589	Excluded	0	Excluded
cell_7310	Excluded	0	Excluded
cell_7856	Excluded	0	Excluded
cell_30	Excluded	0	Excluded
cell_1376	Excluded	0	Excluded
cell_7868	Excluded	0	Excluded
cell_7759	Excluded	0	Excluded
cell_7276	Excluded	0	Excluded
cell_3109	Excluded	0	Excluded
cell_6960	Excluded	0	Excluded
cell_6982	Excluded	0	Excluded
cell_7738	Excluded	0	Excluded
cell_7778	Excluded	0	Excluded
cell_7904	Excluded	0	Excluded
cell_6837	Excluded	0	Excluded
cell_7386	Excluded	0	Excluded
cell_6555	Excluded	0	Excluded
cell_1005	Excluded	0	Excluded
cell_6900	Excluded	0	Excluded
cell_6798	Excluded	0	Excluded
cell_7895	Excluded	0	Excluded
cell_7238	Excluded	0	Excluded
cell_7226	Excluded	0	Excluded
cell_6788	Excluded	0	Excluded
cell_4559	Excluded	0	Excluded
cell_3801	Excluded	0	Excluded
cell_6651	Excluded	0	Excluded
cell_1049	Excluded	0	Excluded
cell_2112	Excluded	0	Excluded
cell_6615	Excluded	0	Excluded
cell_6769	Excluded	0	Excluded
cell_7478	Excluded	0	Excluded
cell_1143	Excluded	0	Excluded
cell_4965	Excluded	0	Excluded
cell_5018	Excluded	0	Excluded
cell_6625	Excluded	0	Excluded
cell_6843	Excluded	0	Excluded
cell_7686	Excluded	0	Excluded
cell_7205	Excluded	0	Excluded
cell_6963	Excluded	0	Excluded
cell_2409	Excluded	0	Excluded
cell_7796	Excluded	0	Excluded
cell_1708	Excluded	0	Excluded
cell_7595	Excluded	0	Excluded
cell_7438	Excluded	0	Excluded
cell_6591	Excluded	0	Excluded
cell_7462	Excluded	0	Excluded
cell_7428	Excluded	0	Excluded
cell_6752	Excluded	0	Excluded
cell_4314	Excluded	0	Excluded
cell_7687	Excluded	0	Excluded
cell_4543	Excluded	0	Excluded
cell_7664	Excluded	0	Excluded
cell_7253	Excluded	0	Excluded
cell_72	Excluded	0	Excluded
cell_7271	Excluded	0	Excluded
cell_7213	Excluded	0	Excluded
cell_1533	Excluded	0	Excluded
cell_7620	Excluded	0	Excluded
cell_7892	Excluded	0	Excluded
cell_7916	Excluded	0	Excluded
cell_572	Excluded	0	Excluded
cell_6883	Excluded	0	Excluded
cell_6846	Excluded	0	Excluded
cell_5075	Excluded	0	Excluded
cell_5364	Excluded	0	Excluded
cell_1243	Excluded	0	Excluded
cell_230	Excluded	0	Excluded
cell_1828	Excluded	0	Excluded
cell_6827	Excluded	0	Excluded
cell_1998	Excluded	0	Excluded
cell_6706	Excluded	0	Excluded
cell_61	Excluded	0	Excluded
cell_689	Excluded	0	Excluded
cell_2135	Excluded	0	Excluded
cell_6789	Excluded	0	Excluded
cell_7905	Excluded	0	Excluded
cell_6849	Excluded	0	Excluded
cell_828	Excluded	0	Excluded
cell_70	Excluded	0	Excluded
cell_1144	Excluded	0	Excluded
cell_7484	Excluded	0	Excluded
cell_4662	Excluded	0	Excluded
cell_7116	Excluded	0	Excluded
cell_5884	Excluded	0	Excluded
cell_7723	Excluded	0	Excluded
cell_6941	Excluded	0	Excluded
cell_3658	Excluded	0	Excluded
cell_7311	Excluded	0	Excluded
cell_7146	Excluded	0	Excluded
cell_7407	Excluded	0	Excluded
cell_242	Excluded	0	Excluded
cell_58	Excluded	0	Excluded
cell_1029	Excluded	0	Excluded
cell_7485	Excluded	0	Excluded
cell_6782	Excluded	0	Excluded
cell_4205	Excluded	0	Excluded
cell_7699	Excluded	0	Excluded
cell_329	Excluded	0	Excluded
cell_4203	Excluded	0	Excluded
cell_7619	Excluded	0	Excluded
cell_6540	Excluded	0	Excluded
cell_7885	Excluded	0	Excluded
cell_191	Excluded	0	Excluded
cell_7150	Excluded	0	Excluded
cell_7342	Excluded	0	Excluded
cell_7108	Excluded	0	Excluded
cell_7225	Excluded	0	Excluded
cell_3533	Excluded	0	Excluded
cell_7241	Excluded	0	Excluded
cell_7747	Excluded	0	Excluded
cell_4516	Excluded	0	Excluded
cell_5727	Excluded	0	Excluded
cell_3762	Excluded	0	Excluded
cell_7683	Excluded	0	Excluded
cell_4397	Excluded	0	Excluded
cell_6847	Excluded	0	Excluded
cell_6654	Excluded	0	Excluded
cell_6627	Excluded	0	Excluded
cell_7779	Excluded	0	Excluded
cell_3665	Excluded	0	Excluded
cell_7764	Excluded	0	Excluded
cell_7854	Excluded	0	Excluded
cell_2544	Excluded	0	Excluded
cell_2633	Excluded	0	Excluded
cell_6794	Excluded	0	Excluded
cell_6870	Excluded	0	Excluded
cell_1430	Excluded	0	Excluded
cell_3054	Excluded	0	Excluded
cell_1083	Excluded	0	Excluded
cell_7793	Excluded	0	Excluded
cell_6647	Excluded	0	Excluded
cell_1327	Excluded	0	Excluded
cell_7185	Excluded	0	Excluded
cell_7109	Excluded	0	Excluded
cell_7128	Excluded	0	Excluded
cell_6767	Excluded	0	Excluded
cell_1458	Excluded	0	Excluded
cell_7729	Excluded	0	Excluded
cell_1700	Excluded	0	Excluded
cell_6918	Excluded	0	Excluded
cell_6659	Excluded	0	Excluded
cell_6567	Excluded	0	Excluded
cell_4784	Excluded	0	Excluded
cell_7318	Excluded	0	Excluded
cell_7455	Excluded	0	Excluded
cell_7543	Excluded	0	Excluded
cell_3417	Excluded	0	Excluded
cell_733	Excluded	0	Excluded
cell_707	Excluded	0	Excluded
cell_7100	Excluded	0	Excluded
cell_743	Excluded	0	Excluded
cell_7728	Excluded	0	Excluded
cell_801	Excluded	0	Excluded
cell_7464	Excluded	0	Excluded
cell_4010	Excluded	0	Excluded
cell_2936	Excluded	0	Excluded
cell_440	Excluded	0	Excluded
cell_5368	Excluded	0	Excluded
cell_3456	Excluded	0	Excluded
cell_7272	Excluded	0	Excluded
cell_7097	Excluded	0	Excluded
cell_281	Excluded	0	Excluded
cell_7461	Excluded	0	Excluded
cell_7690	Excluded	0	Excluded
cell_7236	Excluded	0	Excluded
cell_6785	Excluded	0	Excluded
cell_919	Excluded	0	Excluded
cell_7496	Excluded	0	Excluded
cell_4086	Excluded	0	Excluded
cell_5664	Excluded	0	Excluded
cell_1084	Excluded	0	Excluded
cell_7866	Excluded	0	Excluded
cell_7235	Excluded	0	Excluded
cell_7278	Excluded	0	Excluded
cell_7567	Excluded	0	Excluded
cell_7294	Excluded	0	Excluded
cell_7384	Excluded	0	Excluded
cell_671	Excluded	0	Excluded
cell_3196	Excluded	0	Excluded
cell_4136	Excluded	0	Excluded
cell_6833	Excluded	0	Excluded
cell_6858	Excluded	0	Excluded
cell_6795	Excluded	0	Excluded
cell_7884	Excluded	0	Excluded
cell_6969	Excluded	0	Excluded
cell_5926	Excluded	0	Excluded
cell_7578	Excluded	0	Excluded
cell_6822	Excluded	0	Excluded
cell_6854	Excluded	0	Excluded
cell_7594	Excluded	0	Excluded
cell_7678	Excluded	0	Excluded
cell_845	Excluded	0	Excluded
cell_921	Excluded	0	Excluded
cell_7285	Excluded	0	Excluded
cell_4122	Excluded	0	Excluded
cell_4682	Excluded	0	Excluded
cell_3429	Excluded	0	Excluded
cell_7453	Excluded	0	Excluded
cell_1602	Excluded	0	Excluded
cell_2858	Excluded	0	Excluded
cell_7419	Excluded	0	Excluded
cell_7903	Excluded	0	Excluded
cell_1438	Excluded	0	Excluded
cell_939	Excluded	0	Excluded
cell_7727	Excluded	0	Excluded
cell_7141	Excluded	0	Excluded
cell_7919	Excluded	0	Excluded
cell_4037	Excluded	0	Excluded
cell_2310	Excluded	0	Excluded
cell_7204	Excluded	0	Excluded
cell_7876	Excluded	0	Excluded
cell_7735	Excluded	0	Excluded
cell_7425	Excluded	0	Excluded
cell_2993	Excluded	0	Excluded
cell_7212	Excluded	0	Excluded
cell_6599	Excluded	0	Excluded
cell_3446	Excluded	0	Excluded
cell_7861	Excluded	0	Excluded
cell_959	Excluded	0	Excluded
cell_3835	Excluded	0	Excluded
cell_971	Excluded	0	Excluded
cell_7229	Excluded	0	Excluded
cell_1797	Excluded	0	Excluded
cell_7399	Excluded	0	Excluded
cell_2942	Excluded	0	Excluded
cell_7144	Excluded	0	Excluded
cell_5571	Excluded	0	Excluded
cell_7803	Excluded	0	Excluded
cell_7890	Excluded	0	Excluded
cell_256	Excluded	0	Excluded
cell_7870	Excluded	0	Excluded
cell_6890	Excluded	0	Excluded
cell_1262	Excluded	0	Excluded
cell_3241	Excluded	0	Excluded
cell_6632	Excluded	0	Excluded
cell_7910	Excluded	0	Excluded
cell_7533	Excluded	0	Excluded
cell_6695	Excluded	0	Excluded
cell_5521	Excluded	0	Excluded
cell_5774	Excluded	0	Excluded
cell_6676	Excluded	0	Excluded
cell_5836	Excluded	0	Excluded
cell_7094	Excluded	0	Excluded
cell_7411	Excluded	0	Excluded
cell_7590	Excluded	0	Excluded
cell_7203	Excluded	0	Excluded
cell_2518	Excluded	0	Excluded
cell_7771	Excluded	0	Excluded
cell_7177	Excluded	0	Excluded
cell_2136	Excluded	0	Excluded
cell_1981	Excluded	0	Excluded
cell_790	Excluded	0	Excluded
cell_6724	Excluded	0	Excluded
cell_7451	Excluded	0	Excluded
cell_6783	Excluded	0	Excluded
cell_7865	Excluded	0	Excluded
cell_6828	Excluded	0	Excluded
cell_7392	Excluded	0	Excluded
cell_7554	Excluded	0	Excluded
cell_888	Excluded	0	Excluded
cell_7324	Excluded	0	Excluded
cell_6127	Excluded	0	Excluded
cell_23	Excluded	0	Excluded
cell_7679	Excluded	0	Excluded
cell_3553	Excluded	0	Excluded
cell_5977	Excluded	0	Excluded
cell_6841	Excluded	0	Excluded
cell_7217	Excluded	0	Excluded
cell_2884	Excluded	0	Excluded
cell_2276	Excluded	0	Excluded
cell_7437	Excluded	0	Excluded
cell_3379	Excluded	0	Excluded
cell_1852	Excluded	0	Excluded
cell_7153	Excluded	0	Excluded
cell_7792	Excluded	0	Excluded
cell_7393	Excluded	0	Excluded
cell_7242	Excluded	0	Excluded
cell_6118	Excluded	0	Excluded
cell_2760	Excluded	0	Excluded
cell_7693	Excluded	0	Excluded
cell_6677	Excluded	0	Excluded
cell_3499	Excluded	0	Excluded
cell_7221	Excluded	0	Excluded
cell_3216	Excluded	0	Excluded
cell_7417	Excluded	0	Excluded
cell_7877	Excluded	0	Excluded
cell_1161	Excluded	0	Excluded
cell_2541	Excluded	0	Excluded
cell_1571	Excluded	0	Excluded
cell_6655	Excluded	0	Excluded
cell_4707	Excluded	0	Excluded
cell_7247	Excluded	0	Excluded
cell_3194	Excluded	0	Excluded
cell_2736	Excluded	0	Excluded
cell_5684	Excluded	0	Excluded
cell_5023	Excluded	0	Excluded
cell_7758	Excluded	0	Excluded
cell_1586	Excluded	0	Excluded
cell_3783	Excluded	0	Excluded
cell_6922	Excluded	0	Excluded
cell_589	Excluded	0	Excluded
cell_7702	Excluded	0	Excluded
cell_6994	Excluded	0	Excluded
cell_7101	Excluded	0	Excluded
cell_1395	Excluded	0	Excluded
cell_6959	Excluded	0	Excluded
cell_7911	Excluded	0	Excluded
cell_1548	Excluded	0	Excluded
cell_7248	Excluded	0	Excluded
cell_5327	Excluded	0	Excluded
cell_3676	Excluded	0	Excluded
cell_5395	Excluded	0	Excluded
cell_7720	Excluded	0	Excluded
cell_6679	Excluded	0	Excluded
cell_4646	Excluded	0	Excluded
cell_6354	Excluded	0	Excluded
cell_1025	Excluded	0	Excluded
cell_2408	Excluded	0	Excluded
cell_1384	Excluded	0	Excluded
cell_7917	Excluded	0	Excluded
cell_2994	Excluded	0	Excluded
cell_2539	Excluded	0	Excluded
cell_7286	Excluded	0	Excluded
cell_7449	Excluded	0	Excluded
cell_1436	Excluded	0	Excluded
cell_6990	Excluded	0	Excluded
cell_6448	Excluded	0	Excluded
cell_6932	Excluded	0	Excluded
cell_7123	Excluded	0	Excluded
cell_7703	Excluded	0	Excluded
cell_1832	Excluded	0	Excluded
cell_7171	Excluded	0	Excluded
cell_4457	Excluded	0	Excluded
cell_6817	Excluded	0	Excluded
cell_7218	Excluded	0	Excluded
cell_2891	Excluded	0	Excluded
cell_2620	Excluded	0	Excluded
cell_7924	Excluded	0	Excluded
cell_6915	Excluded	0	Excluded
cell_7165	Excluded	0	Excluded
cell_7195	Excluded	0	Excluded
cell_157	Excluded	0	Excluded
cell_7476	Excluded	0	Excluded
cell_4481	Excluded	0	Excluded
cell_6879	Excluded	0	Excluded
cell_6626	Excluded	0	Excluded
cell_27	Excluded	0	Excluded
cell_7499	Excluded	0	Excluded
cell_7880	Excluded	0	Excluded
cell_7182	Excluded	0	Excluded
cell_7900	Excluded	0	Excluded
cell_6650	Excluded	0	Excluded
cell_7527	Excluded	0	Excluded
cell_6768	Excluded	0	Excluded
cell_7540	Excluded	0	Excluded
cell_7580	Excluded	0	Excluded
cell_3997	Excluded	0	Excluded
cell_7918	Excluded	0	Excluded
cell_2468	Excluded	0	Excluded
cell_7731	Excluded	0	Excluded
cell_2413	Excluded	0	Excluded
cell_6901	Excluded	0	Excluded
cell_7848	Excluded	0	Excluded
cell_7802	Excluded	0	Excluded
cell_2982	Excluded	0	Excluded
cell_6667	Excluded	0	Excluded
cell_7781	Excluded	0	Excluded
cell_6797	Excluded	0	Excluded
cell_955	Excluded	0	Excluded
cell_6936	Excluded	0	Excluded
cell_1341	Excluded	0	Excluded
cell_1491	Excluded	0	Excluded
cell_6997	Excluded	0	Excluded
cell_1673	Excluded	0	Excluded
cell_7447	Excluded	0	Excluded
cell_7908	Excluded	0	Excluded
cell_3413	Excluded	0	Excluded
cell_2183	Excluded	0	Excluded
cell_5753	Excluded	0	Excluded
cell_3009	Excluded	0	Excluded
cell_7133	Excluded	0	Excluded
cell_7197	Excluded	0	Excluded
cell_7605	Excluded	0	Excluded
cell_4818	Excluded	0	Excluded
cell_6998	Excluded	0	Excluded
cell_7768	Excluded	0	Excluded
cell_6649	Excluded	0	Excluded
cell_7745	Excluded	0	Excluded
cell_7454	Excluded	0	Excluded
cell_7556	Excluded	0	Excluded
cell_7209	Excluded	0	Excluded
cell_759	Excluded	0	Excluded
cell_213	Excluded	0	Excluded
cell_1016	Excluded	0	Excluded
cell_6705	Excluded	0	Excluded
cell_4249	Excluded	0	Excluded
cell_5767	Excluded	0	Excluded
cell_7027	Excluded	0	Excluded
cell_7836	Excluded	0	Excluded
cell_7547	Excluded	0	Excluded
cell_5603	Excluded	0	Excluded
cell_6958	Excluded	0	Excluded
cell_794	Excluded	0	Excluded
cell_2379	Excluded	0	Excluded
cell_7761	Excluded	0	Excluded
cell_2552	Excluded	0	Excluded
cell_6857	Excluded	0	Excluded
cell_2629	Excluded	0	Excluded
cell_7600	Excluded	0	Excluded
cell_7477	Excluded	0	Excluded
cell_1448	Excluded	0	Excluded
cell_2613	Excluded	0	Excluded
cell_6884	Excluded	0	Excluded
cell_4663	Excluded	0	Excluded
cell_7847	Excluded	0	Excluded
cell_6683	Excluded	0	Excluded
cell_7181	Excluded	0	Excluded
cell_1426	Excluded	0	Excluded
cell_1456	Excluded	0	Excluded
cell_7891	Excluded	0	Excluded
cell_7732	Excluded	0	Excluded
cell_6773	Excluded	0	Excluded
cell_4340	Excluded	0	Excluded
cell_6805	Excluded	0	Excluded
cell_4627	Excluded	0	Excluded
cell_7269	Excluded	0	Excluded
cell_560	Excluded	0	Excluded
cell_6919	Excluded	0	Excluded
cell_7325	Excluded	0	Excluded
cell_1875	Excluded	0	Excluded
cell_7869	Excluded	0	Excluded
cell_7850	Excluded	0	Excluded
cell_7071	Excluded	0	Excluded
cell_4739	Excluded	0	Excluded
cell_3796	Excluded	0	Excluded
cell_7780	Excluded	0	Excluded
cell_7301	Excluded	0	Excluded
cell_2597	Excluded	0	Excluded
cell_5800	Excluded	0	Excluded
cell_7160	Excluded	0	Excluded
cell_7490	Excluded	0	Excluded
cell_2430	Excluded	0	Excluded
cell_2616	Excluded	0	Excluded
cell_7152	Excluded	0	Excluded
cell_7859	Excluded	0	Excluded
cell_7262	Excluded	0	Excluded
cell_237	Excluded	0	Excluded
cell_7132	Excluded	0	Excluded
cell_7215	Excluded	0	Excluded
cell_7744	Excluded	0	Excluded
cell_7689	Excluded	0	Excluded
cell_7480	Excluded	0	Excluded
cell_7138	Excluded	0	Excluded
cell_3620	Excluded	0	Excluded
cell_7756	Excluded	0	Excluded
cell_6064	Excluded	0	Excluded
cell_7280	Excluded	0	Excluded
cell_7338	Excluded	0	Excluded
cell_7715	Excluded	0	Excluded
cell_5886	Excluded	0	Excluded
cell_5654	Excluded	0	Excluded
cell_7414	Excluded	0	Excluded
cell_4231	Excluded	0	Excluded
cell_7610	Excluded	0	Excluded
cell_6873	Excluded	0	Excluded
cell_2908	Excluded	0	Excluded
cell_2156	Excluded	0	Excluded
cell_6942	Excluded	0	Excluded
cell_7513	Excluded	0	Excluded
cell_6566	Excluded	0	Excluded
cell_7003	Excluded	0	Excluded
cell_3170	Excluded	0	Excluded
cell_7114	Excluded	0	Excluded
cell_7763	Excluded	0	Excluded
cell_6784	Excluded	0	Excluded
cell_7887	Excluded	0	Excluded
cell_6645	Excluded	0	Excluded
cell_7587	Excluded	0	Excluded
cell_7685	Excluded	0	Excluded
cell_6146	Excluded	0	Excluded
cell_1109	Excluded	0	Excluded
cell_7804	Excluded	0	Excluded
cell_49	Excluded	0	Excluded
cell_6396	Excluded	0	Excluded
cell_5792	Excluded	0	Excluded
cell_6796	Excluded	0	Excluded
cell_1493	Excluded	0	Excluded
cell_444	Excluded	0	Excluded
cell_3502	Excluded	0	Excluded
cell_4107	Excluded	0	Excluded
cell_7019	Excluded	0	Excluded
cell_6700	Excluded	0	Excluded
cell_1517	Excluded	0	Excluded
cell_7795	Excluded	0	Excluded
cell_929	Excluded	0	Excluded
cell_109	Excluded	0	Excluded
cell_7525	Excluded	0	Excluded
cell_6821	Excluded	0	Excluded
cell_6955	Excluded	0	Excluded
cell_4780	Excluded	0	Excluded
cell_6688	Excluded	0	Excluded
cell_7240	Excluded	0	Excluded
cell_7810	Excluded	0	Excluded
cell_1035	Excluded	0	Excluded
cell_160	Excluded	0	Excluded
cell_2145	Excluded	0	Excluded
cell_7739	Excluded	0	Excluded
cell_816	Excluded	0	Excluded
cell_7691	Excluded	0	Excluded
cell_6538	Excluded	0	Excluded
cell_5524	Excluded	0	Excluded
cell_2147	Excluded	0	Excluded
cell_7770	Excluded	0	Excluded
cell_7873	Excluded	0	Excluded
cell_7518	Excluded	0	Excluded
cell_4898	Excluded	0	Excluded
cell_7274	Excluded	0	Excluded
cell_1015	Excluded	0	Excluded
cell_6322	Excluded	0	Excluded
cell_6894	Excluded	0	Excluded
cell_7907	Excluded	0	Excluded
cell_4089	Excluded	0	Excluded
cell_7263	Excluded	0	Excluded
cell_7385	Excluded	0	Excluded
cell_7308	Excluded	0	Excluded
cell_7472	Excluded	0	Excluded
cell_2559	Excluded	0	Excluded
cell_7251	Excluded	0	Excluded
cell_1963	Excluded	0	Excluded
cell_6019	Excluded	0	Excluded
cell_4088	Excluded	0	Excluded
cell_7713	Excluded	0	Excluded
cell_1312	Excluded	0	Excluded
cell_6475	Excluded	0	Excluded
cell_7824	Excluded	0	Excluded
cell_1126	Excluded	0	Excluded
cell_7842	Excluded	0	Excluded
cell_460	Excluded	0	Excluded
cell_4168	Excluded	0	Excluded
cell_2212	Excluded	0	Excluded
cell_7456	Excluded	0	Excluded
cell_7491	Excluded	0	Excluded
cell_7176	Excluded	0	Excluded
cell_7376	Excluded	0	Excluded
cell_7297	Excluded	0	Excluded
cell_6917	Excluded	0	Excluded
cell_7473	Excluded	0	Excluded
cell_6887	Excluded	0	Excluded
cell_6880	Excluded	0	Excluded
cell_7400	Excluded	0	Excluded
cell_5893	Excluded	0	Excluded
cell_4182	Excluded	0	Excluded
cell_2063	Excluded	0	Excluded
cell_6793	Excluded	0	Excluded
cell_2319	Excluded	0	Excluded
cell_7733	Excluded	0	Excluded
cell_766	Excluded	0	Excluded
cell_7722	Excluded	0	Excluded
cell_60	Excluded	0	Excluded
cell_1080	Excluded	0	Excluded
cell_6892	Excluded	0	Excluded
cell_6996	Excluded	0	Excluded
cell_3142	Excluded	0	Excluded
cell_7189	Excluded	0	Excluded
cell_3190	Excluded	0	Excluded
cell_7088	Excluded	0	Excluded
cell_4045	Excluded	0	Excluded
cell_1570	Excluded	0	Excluded
cell_4001	Excluded	0	Excluded
cell_6949	Excluded	0	Excluded
cell_7570	Excluded	0	Excluded
cell_6871	Excluded	0	Excluded
cell_6791	Excluded	0	Excluded
cell_7741	Excluded	0	Excluded
cell_7846	Excluded	0	Excluded
cell_6539	Excluded	0	Excluded
cell_5033	Excluded	0	Excluded
cell_7582	Excluded	0	Excluded
cell_3593	Excluded	0	Excluded
cell_7483	Excluded	0	Excluded
cell_7519	Excluded	0	Excluded
cell_7549	Excluded	0	Excluded
cell_7707	Excluded	0	Excluded
cell_7791	Excluded	0	Excluded
cell_973	Excluded	0	Excluded
cell_7613	Excluded	0	Excluded
cell_7316	Excluded	0	Excluded
cell_6653	Excluded	0	Excluded
cell_647	Excluded	0	Excluded
cell_6594	Excluded	0	Excluded
cell_7187	Excluded	0	Excluded
cell_7467	Excluded	0	Excluded
cell_5417	Excluded	0	Excluded
cell_7143	Excluded	0	Excluded
cell_885	Excluded	0	Excluded
cell_3696	Excluded	0	Excluded
cell_5122	Excluded	0	Excluded
cell_7252	Excluded	0	Excluded
cell_7163	Excluded	0	Excluded
cell_7559	Excluded	0	Excluded
cell_1500	Excluded	0	Excluded
cell_7465	Excluded	0	Excluded
cell_7815	Excluded	0	Excluded
cell_5503	Excluded	0	Excluded
cell_1120	Excluded	0	Excluded
cell_2972	Excluded	0	Excluded
cell_2317	Excluded	0	Excluded
cell_2453	Excluded	0	Excluded
cell_2329	Excluded	0	Excluded
cell_194	Excluded	0	Excluded
cell_6813	Excluded	0	Excluded
cell_6855	Excluded	0	Excluded
cell_3679	Excluded	0	Excluded
cell_7801	Excluded	0	Excluded
cell_6929	Excluded	0	Excluded
cell_1363	Excluded	0	Excluded
cell_7857	Excluded	0	Excluded
cell_7275	Excluded	0	Excluded
cell_6859	Excluded	0	Excluded
cell_3315	Excluded	0	Excluded
cell_7231	Excluded	0	Excluded
cell_7742	Excluded	0	Excluded
cell_7201	Excluded	0	Excluded
cell_1044	Excluded	0	Excluded
cell_6986	Excluded	0	Excluded
cell_3023	Excluded	0	Excluded
cell_7923	Excluded	0	Excluded
cell_5272	Excluded	0	Excluded
cell_1405	Excluded	0	Excluded
cell_6620	Excluded	0	Excluded
cell_2369	Excluded	0	Excluded
cell_6665	Excluded	0	Excluded
cell_7656	Excluded	0	Excluded
cell_2592	Excluded	0	Excluded
cell_6704	Excluded	0	Excluded
cell_7845	Excluded	0	Excluded
cell_7706	Excluded	0	Excluded
cell_6885	Excluded	0	Excluded
cell_6904	Excluded	0	Excluded
cell_180	Excluded	0	Excluded
cell_7755	Excluded	0	Excluded
cell_6279	Excluded	0	Excluded
cell_7537	Excluded	0	Excluded
cell_244	Excluded	0	Excluded
cell_2220	Excluded	0	Excluded
cell_7396	Excluded	0	Excluded
cell_2553	Excluded	0	Excluded
cell_1379	Excluded	0	Excluded
cell_7210	Excluded	0	Excluded
cell_7191	Excluded	0	Excluded
cell_7270	Excluded	0	Excluded
cell_5588	Excluded	0	Excluded
cell_7705	Excluded	0	Excluded
cell_7254	Excluded	0	Excluded
cell_1445	Excluded	0	Excluded
cell_7871	Excluded	0	Excluded
cell_7157	Excluded	0	Excluded
cell_6640	Excluded	0	Excluded
cell_7183	Excluded	0	Excluded
cell_7794	Excluded	0	Excluded
cell_2359	Excluded	0	Excluded
cell_949	Excluded	0	Excluded
cell_5255	Excluded	0	Excluded
cell_7921	Excluded	0	Excluded
cell_112	Excluded	0	Excluded
cell_887	Excluded	0	Excluded
cell_7321	Excluded	0	Excluded
cell_5720	Excluded	0	Excluded
cell_1245	Excluded	0	Excluded
cell_5757	Excluded	0	Excluded
cell_5716	Excluded	0	Excluded
cell_6815	Excluded	0	Excluded
cell_6825	Excluded	0	Excluded
cell_7680	Excluded	0	Excluded
cell_7598	Excluded	0	Excluded
cell_1442	Excluded	0	Excluded
cell_1650	Excluded	0	Excluded
cell_6689	Excluded	0	Excluded
cell_7126	Excluded	0	Excluded
cell_6681	Excluded	0	Excluded
cell_7789	Excluded	0	Excluded
cell_6225	Excluded	0	Excluded
cell_7429	Excluded	0	Excluded
cell_2402	Excluded	0	Excluded
cell_7517	Excluded	0	Excluded
cell_7920	Excluded	0	Excluded
cell_2399	Excluded	0	Excluded
cell_4644	Excluded	0	Excluded
cell_228	Excluded	0	Excluded
cell_6952	Excluded	0	Excluded
cell_7714	Excluded	0	Excluded
cell_7622	Excluded	0	Excluded
cell_2478	Excluded	0	Excluded
cell_7194	Excluded	0	Excluded
cell_6954	Excluded	0	Excluded
cell_6691	Excluded	0	Excluded
cell_4652	Excluded	0	Excluded
cell_7553	Excluded	0	Excluded
cell_7200	Excluded	0	Excluded
cell_7207	Excluded	0	Excluded
cell_4911	Excluded	0	Excluded
cell_7032	Excluded	0	Excluded
cell_3507	Excluded	0	Excluded
cell_6862	Excluded	0	Excluded
cell_812	Excluded	0	Excluded
cell_1176	Excluded	0	Excluded
cell_2594	Excluded	0	Excluded
cell_2728	Excluded	0	Excluded
cell_2210	Excluded	0	Excluded
cell_6509	Excluded	0	Excluded
cell_7136	Excluded	0	Excluded
cell_7295	Excluded	0	Excluded
cell_2569	Excluded	0	Excluded
cell_7389	Excluded	0	Excluded
cell_7566	Excluded	0	Excluded
cell_5348	Excluded	0	Excluded
cell_7323	Excluded	0	Excluded
cell_7289	Excluded	0	Excluded
cell_6823	Excluded	0	Excluded
cell_7444	Excluded	0	Excluded
cell_1140	Excluded	0	Excluded
cell_3253	Excluded	0	Excluded
cell_6536	Excluded	0	Excluded
cell_6635	Excluded	0	Excluded
cell_6177	Excluded	0	Excluded
cell_5230	Excluded	0	Excluded
cell_5246	Excluded	0	Excluded
cell_6842	Excluded	0	Excluded
cell_6869	Excluded	0	Excluded
cell_7277	Excluded	0	Excluded
cell_7883	Excluded	0	Excluded
cell_5324	Excluded	0	Excluded
cell_3810	Excluded	0	Excluded
cell_6151	Excluded	0	Excluded
cell_6979	Excluded	0	Excluded
cell_7593	Excluded	0	Excluded
cell_7531	Excluded	0	Excluded
cell_5795	Excluded	0	Excluded
cell_2425	Excluded	0	Excluded
cell_2246	Excluded	0	Excluded
cell_6088	Excluded	0	Excluded
cell_3103	Excluded	0	Excluded
cell_6158	Excluded	0	Excluded
cell_7020	Excluded	0	Excluded
cell_3885	Excluded	0	Excluded
cell_7317	Excluded	0	Excluded
cell_4235	Excluded	0	Excluded
cell_6816	Excluded	0	Excluded
cell_7292	Excluded	0	Excluded
cell_6621	Excluded	0	Excluded
cell_80	Excluded	0	Excluded
